0.001,100,0.1043916796266313,0.011962967192070476,0.008633595555561502
0.005,100,0.43225726708025014,0.04562576717183785,0.029814693921480024
0.01,100,0.6951206934840981,0.0686236380823034,0.03893700612129118
0.05,100,1.089969183119605,0.11243317144538595,0.018400280080915515
0.1,100,1.0964316878594287,0.12500553771969233,0.005844982938081388
0.4,100,1.0964608113924048,0.12943814280355928,0.0014123787784968511
0.5,100,1.0964608113924048,0.1294390290661913,0.0014114925158648284
1,100,1.096460811392405,0.12943907603586852,0.0014114455461874287
5,100,-4.2063422096278994e+71,-4.422734969730153e+86,-4.4227349697301514e+86
10,100,-1.3213588050300699e+104,-3.399340978890563e+119,-3.399340978890563e+119
0.99,150,1.096460811392405,0.12943907603587196,0.0014114455461841755
